Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,ID,EVConnectorTypes,Country,Access Code,Access Detail Code,Facility Type,EV Pricing
Forest Grove - Theater Parking,1926 21st Avenue,Forest Grove,OR,97116,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.520381,-123.113039,95932,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence - St. Vincent Medical Center,9205 SW Barnes Rd,Portland,OR,97225,888-998-2546,Public,24 hours daily,Unknown,0,4,0,Blink Network,45.509742,-122.771026,95938,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence - Office Park,4400 NE Halsey St,Portland,OR,97213,888-998-2546,Private,24 hours daily,Unknown,0,2,0,Blink Network,45.5335,-122.617841,95940,J1772,US,Private,,,Level 2: $0.49 per kWh
Providence - Milwaukie Hospital,10150 SE 32nd Ave,Milwaukie,OR,97222,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.448879,-122.627307,95942,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence - Willamette Falls Medical Center,1500 Division St.,Oregon City,OR,97045,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,45.356723,-122.586643,95943,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence Medical Group - Tanasbourne,18530 NW Cornell Road,Hillsboro,OR,97124,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.533717,-122.868141,95944,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence - Bridgeport Health Center,18040 SW Lower Boones Ferry Road,Tigard,OR,97224,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.390767,-122.75109,95946,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence - Portland Medical Center - Glisan Parking Garage West,4805 NE Glisan St,Portland,OR,97213,888-998-2546,Public,24 hours daily,Unknown,0,4,0,Blink Network,45.527803,-122.612077,95947,J1772,US,Public,,,Level 2: $0.49 per kWh
Eugene - Lane County - Public Works Fleet,3040 N Delta Hwy,Eugene,OR,97408,888-998-2546,Private,24 hours daily,Unknown,0,1,0,Blink Network,44.097908,-123.096969,95970,J1772,US,Private,,,Level 2: $0.49 per kWh
Eugene - Lane County - Customer Service Center,3050 N Delta Hwy,Eugene,OR,97408,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.098695,-123.09438,95971,J1772,US,Public,,,Level 2: $0.03 per 30 seconds
Salem Riverfront Park,200 Water St NE,Salem,OR,97301,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.943012,-123.041753,95984,J1772,US,Public,,,Level 2: $0.49 per kWh
Tigard - Main Street Parking,Main Street,Tigard,OR,97223,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.429512,-122.771299,96021,J1772,US,Public,,,Level 2: $0.49 per kWh
EWEB - Roosevelt,4200 Roosevelt Blvd,Eugene,OR,97402,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.063333,-123.170947,96034,J1772,US,Public,,,Level 2: $0.49 per kWh
Roth's Silverton,918 N 1st Street,Silverton,OR,97381,888-998-2546,Public,24 hours daily,Unknown,0,0,2,Blink Network,45.01165,-122.784176,96037,CHADEMO,US,Public,,,DC Fast: $0.59 per kWh
Roth's Silverton,918 N 1st Street,Silverton,OR,97381,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.01165,-122.784176,96037,J1772,US,Public,,,Level 2: $0.49 per kWh
OSU - Parking Structure,1710 SW May Avenue,Corvallis,OR,97333,888-998-2546,Public,24 hours daily,Unknown,0,5,0,Blink Network,44.561613,-123.278334,96042,J1772,US,Public,,,Level 2: $0.49 per kWh
Clackamas Town Center,11900 SE 82nd Ave,Happy Valley,OR,97086,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.438106,-122.57414,96050,J1772,US,Public,,,Level 2: $0.49 per kWh
Melvin Mark - Watertower,5331 SW Macadam Ave,Portland,OR,97239,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.484618,-122.676655,96056,J1772,US,Public,,,Level 2: $0.49 per kWh
Suntek Business Center - NPM,9450 SW Barnes Rd,Portland,OR,97086,888-998-2546,Public,24 hours daily,Unknown,0,4,0,Blink Network,45.508692,-122.774947,96065,J1772,US,Public,,,Level 2: $0.49 per kWh
Portland State University,1872 SW Broadway,Portland,OR,97201,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.511087,-122.682958,96071,J1772,US,Public,,,No Fee
Pringle Schoolhouse,4985 Battle Creek Rd. SE,Salem,OR,97302,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.883384,-123.012592,96083,J1772,US,Public,,,Level 2: $0.49 per kWh
FRED MEYER - #153 Johnson Creek,8955 SE 82nd Ave,Happy Valley,OR,97086,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.459184,-122.581079,96129,J1772,US,Public,,,Level 2: $0.49 per kWh
FRED MEYER - #325 Eugene,60 Division Street,Eugene,OR,97404,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.098813,-123.127006,96130,J1772,US,Public,,,Level 2: $0.49 per kWh
THPRD - HMT Recreation Complex,15707 SW Walker Road,Beaverton,OR,97006,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.520532,-122.839118,96150,J1772,US,Public,,,Level 2: $0.49 per kWh
Providence - Medford Medical Center,1111 Crater Lake Avenue,Medford,OR,97504,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,42.339375,-122.863707,96198,J1772,US,Public,,,Level 2: $0.49 per kWh
Vernier Software & Technology,13979 SW Millikan Way,Beaverton,OR,97005,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.493455,-122.819869,96209,J1772,US,Public,,,Level 2: $0.49 per kWh
NECA-IBEW Electrical Training Center,16021 NE Airport Way,Portland,OR,97230,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,45.557884,-122.497748,96227,J1772,US,Public,,,Level 2: $0.49 per kWh
Salem - Conference Center,200 Commercial St SE,Salem,OR,97301,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.938416,-123.039799,96277,J1772,US,Public,,,Level 2: $0.49 per kWh
City of Falls City,299 Mill St.,Falls City,OR,97344,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.865414,-123.434127,96295,J1772,US,Public,,,Level 2: $0.03 per 30 seconds
FRED MEYER - #090 East Salem,3740 Market  St NE,Salem,OR,97301,888-998-2546,Public,24 hours daily,Unknown,0,0,2,Blink Network,44.949501,-122.987298,96302,CHADEMO,US,Public,,,DC Fast: $0.59 per kWh
FRED MEYER - #090 East Salem,3740 Market  St NE,Salem,OR,97301,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,44.949501,-122.987298,96302,J1772,US,Public,,,Level 2: $0.49 per kWh
OSU - Reser Stadium Parking Lot,875 SW 26th Street,Corvallis,OR,97333,888-998-2546,Public,24 hours daily,Unknown,0,4,0,Blink Network,44.5590277,-123.2795026,96307,J1772,US,Public,,,Level 2: $0.49 per kWh
McCoy Freightliner,9622 NE Vancouver Way,Portland,OR,97211,888-998-2546,Private,24 hours daily,Unknown,0,1,0,Blink Network,45.593072,-122.662811,96323,J1772,US,Private,,,Level 2: $0.49 per kWh
Portland Expo Center,2060 North Marine Dr.,Portland,OR,97217,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,45.604613,-122.686868,96386,J1772,US,Public,,,Level 2: $0.49 per kWh
City of Carlton - City Hall,191 East Main Street,Carlton,OR,97111,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.29437,-123.175959,96393,J1772,US,Public,,,Level 2: $0.49 per kWh
FRED MEYER - #375 Tigard,11565 SW Pacific Highway,Tigard,OR,97223,888-998-2546,Public,24 hours daily,Unknown,0,0,2,Blink Network,45.441373,-122.751499,96408,CHADEMO,US,Public,,,DC Fast: $0.59 per kWh
FRED MEYER - #375 Tigard,11565 SW Pacific Highway,Tigard,OR,97223,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.441373,-122.751499,96408,J1772,US,Public,,,Level 2: $0.49 per kWh
FRED MEYER - Corporate Office - Portland OR,3800 SE 22nd Ave,Portland,OR,97202,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.495842,-122.641314,96409,J1772,US,Public,,,Level 2: $0.49 per kWh
FRED MEYER - #516 Wilsonville,30300 SW Boones Ferry Rd,Wilsonville,OR,97070,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.301015,-122.771683,96416,J1772,US,Public,,,Level 2: $0.49 per kWh
FRED MEYER - #070 Corvallis,777 NW Kings Blvd,Corvallis,OR,97330,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.575237,-123.274304,96417,J1772,US,Public,,,Level 2: $0.49 per kWh
Pacific Parkway Center - Building A,6600 SW Hampton Street,Portland,OR,97224,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.426932,-122.746212,96448,J1772,US,Public,,,Level 2: $0.49 per kWh
Wilsonville Town Center,8255 SW Wilsonville Road,Wilsonville,OR,97070,888-998-2546,Public,24 hours daily,Unknown,0,0,2,Blink Network,45.303012,-122.761705,96474,CHADEMO,US,Public,,,DC Fast: $0.59 per kWh
Wilsonville Town Center,8255 SW Wilsonville Road,Wilsonville,OR,97070,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.303012,-122.761705,96474,J1772,US,Public,,,Level 2: $0.49 per kWh
Forest Grove - Auditorium Parking,1919 Council Street,Forest Grove,OR,97116,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.518818,-123.110907,96479,J1772,US,Public,,,Level 2: $0.49 per kWh
OSU - 15th & Jefferson Way Lot,1220 SW Jefferson Way,Corvallis,OR,97331,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.564954,-123.272122,96490,J1772,US,Public,,,Level 2: $0.49 per kWh
Metro - MRC Building,600 NE Grand Avenue,Portland,OR,97232,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.527963,-122.659722,96491,J1772,US,Public,,,Level 2: $0.49 per kWh
"Wendy's - Eugene, OR",2401 West 11th,Eugene,OR,97402,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,44.04816,-123.13031,96512,J1772,US,Public,,,Level 2: $0.49 per kWh
Shari's Restaurant & Pies - Keizer,4998 River Rd. N,Keizer,OR,97303,888-998-2546,Public,24 hours daily,Unknown,0,0,2,Blink Network,44.996524,-123.026167,96519,CHADEMO,US,Public,,,DC Fast: $0.59 per kWh
Shari's Restaurant & Pies - Keizer,4998 River Rd. N,Keizer,OR,97303,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,44.996524,-123.026167,96519,J1772,US,Public,,,Level 2: $0.49 per kWh
Danielson's Hilltop Mall,1500 Molalla Ave,Oregon City,OR,97045,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.335211,-122.593116,96542,J1772,US,Public,,,Level 2: $0.49 per kWh
Smart Park - 4th & Yamhill,330 SW Yamhill Street,Portland,OR,97204,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,45.517312,-122.676815,96564,J1772,US,Public,,,Level 2: $0.49 per kWh
Smart Park - SW 10th & Yamhill,730 SW 10th Avenue,Portland,OR,97205,888-998-2546,Public,24 hours daily,Unknown,0,7,0,Blink Network,45.519651,-122.682137,96565,J1772,US,Public,,,Level 2: $0.49 per kWh
OSU Student Experience Center,2251 SW Jefferson Way,Corvallis,OR,97330,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,44.564675,-123.28033,96639,J1772,US,Public,,,Level 2: $0.49 per kWh
Beaverton - City Library,12375 SW Fifth Street,Beaverton,OR,97005,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,45.4845,-122.8047,96671,J1772,US,Public,,,Level 2: $0.49 per kWh
Gordon Faber Recreation Complex,4450 NW 229th Ave,Hillsboro,OR,97124,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,45.554811,-122.908941,96672,J1772,US,Public,,,Level 2: $0.49 per kWh
Walters Cultural Art Center,527 E Main St,Hillsboro,OR,97123,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.522961,-122.982309,96673,J1772,US,Public,,,Level 2: $0.49 per kWh
Moda Center-City Garages (East Garage),300 N. Ramsay Way,Portland,OR,97202,888-998-2546,Public,24 hours daily,Unknown,0,11,0,Blink Network,45.533276,-122.668243,96905,J1772,US,Public,,,Level 2: $0.49 per kWh
Moda Center-City Garages (West Garage),300 N. Ramsay Way,Portland,OR,97202,888-998-2546,Public,24 hours daily,Unknown,0,7,0,Blink Network,45.533276,-122.669162,96906,J1772,US,Public,,,Level 2: $0.49 per kWh
EMBASSY CENTER,9020 SW Washington Square Rd,Tigard,OR,97223,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.4545916,-122.7816795,96950,J1772,US,Public,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $3 per additional hour"
South Clackamas Transportation District,807 East Main Street,Molalla,OR,97038,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.145345,-122.566024,97028,J1772,US,Public,,,Level 2: $0.49 per kWh
CHARGE@RTH,300 SE 122nd Ave,Portland,OR,97233,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.5203593,-122.5370511,97036,J1772,US,Public,,,No Fee
FRED MEYER - #220 Newberg,3300 Portland Rd,Newberg,OR,97132,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.305972,-122.944922,98384,J1772,US,Public,,,Level 2: $0.49 per kWh
Fred Meyer - #660 Wood Village,22855 NE Park Lane,Wood Village,OR,97060,888-998-2546,Public,24 hours daily,Unknown,0,4,0,Blink Network,45.530047,-122.427359,98387,J1772,US,Public,,,Level 2: $0.49 per kWh
Crescent Vue,132 Crescent St,Tillamook,OR,97134,Unknown,Private,For renter use only,Unknown,0,1,0,Non-Networked,45.449914,-123.961337,98411,J1772,US,Private,,HOTEL,Unknown
Green Acres Market,7777 S Highway 97,Redmond,OR,97756,541-678-7581,Public - Card key at all times,"10am-6pm M-F, 10am-4pm Sat-Sun; key required",A Cash Checks D Debit M V,0,1,0,Non-Networked,44.204363,-121.227364,98546,J1772,US,Public,KEY_ALWAYS,GROCERY,No Fee
2ND FL CAR CHAR,2112 NW Quimby St,Portland,OR,97210,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.5327994,-122.6952419,98753,J1772,US,Public,,,$0.25 per kWh
Greenlots - 52303,121 SW Salmon St,Portland,OR,97204,855-900-7584,Private,24 hours daily,Unknown,0,0,8,Greenlots,45.516195,-122.674972,99177,CHADEMO,US,Private,,,No Fee
Greenlots - 52303,121 SW Salmon St,Portland,OR,97204,855-900-7584,Private,24 hours daily,Unknown,0,12,0,Greenlots,45.516195,-122.674972,99177,J1772,US,Private,,,No Fee
Greenlots - 52303,121 SW Salmon St,Portland,OR,97204,855-900-7584,Private,24 hours daily,Unknown,0,0,8,Greenlots,45.516195,-122.674972,99177,CCS,US,Private,,,No Fee
1320 Broadway,1320 SW Broadway St,Portland,OR,97205,888-998-2546,Public,24 hours daily,Unknown,0,1,0,Blink Network,45.514628,-122.681335,99365,J1772,US,Public,,,Level 2: $0.49 per kWh
Airport Road Park 'N Ride,900 Airport Rd SE,Salem,OR,97301,888-275-6368,Public - Credit card at all times,24 hours daily,A D M V,0,0,1,OpConnect,44.924354,-123.003401,99434,CHADEMO,US,Public,CREDIT_CARD_ALWAYS,PAY_LOT,$10 per session
Airport Road Park 'N Ride,900 Airport Rd SE,Salem,OR,97301,888-275-6368,Public - Credit card at all times,24 hours daily,A D M V,0,0,1,OpConnect,44.924354,-123.003401,99434,CCS,US,Public,CREDIT_CARD_ALWAYS,PAY_LOT,$10 per session
Greenlots - 112134U,2727 SE Raymond Street,Portland,OR,97202,855-900-7584,Public,24 hours daily,Unknown,0,1,0,Greenlots,45.48722458,-122.6384125,99776,J1772,US,Public,,,"Level 2: $0.40 per kWh, maximum payment of $30.00"
Greenlots - 112107U,"Ivy Avenue & 2nd Street,",Tillamook,OR,97141,855-900-7584,Public,24 hours daily,Unknown,0,1,0,Greenlots,45.45706177,-123.8449936,99778,J1772,US,Public,,,No Fee
Independence - City Hall Parking,555 South Main Street,Independence,OR,97351,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,44.849101,-123.184061,99877,J1772,US,Public,,,Level 2: $0.2 per kWh
McDonald's - 38555,2090 SE Cypress Street,Hillsboro,OR,97123,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.506773,-122.960725,100024,J1772,US,Public,,,Level 2: $0.49 per kWh
Clackamas Community College ITC,19600 S Molalla Ave.,Oregon City,OR,97045,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.324057,-122.570489,100207,J1772,US,Public,,,Level 2: $0.49 per kWh
Best Western Sunridge Inn - Tesla Supercharger,1 Sunridge Lane,Baker City,OR,97814,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,44.7829,-117.8123,102370,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Fred Meyer Bend - Tesla Supercharger,61535 S Highway 97,Bend,OR,97702,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,44.0356,-121.3085,102371,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Detroit Lake - Tesla Supercharger,210 D Street,Detroit,OR,97342,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,6,Tesla,44.737,-122.152,102372,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Black Bear Diner Grants Pass - Tesla Supercharger,1900 NW 6th St.,Grants Pass,OR,97526,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,42.4609,-123.3241,102373,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Fred Meyer Klamath Falls - Tesla Supercharger,2655 Shasta Way,Klamath Falls,OR,97603,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,42.2169,-121.7564,102374,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Lincoln City Outlets - Tesla Supercharger,1500 SE East Devils Lake Rd.,Lincoln City,OR,97367,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,44.9578,-124.011,102375,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Wildhorse Resort and Casino - Tesla Supercharger,46510 Wildhorse Blvd.,Pendleton,OR,97801,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,45.6466,-118.682,102377,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Fred Meyer - Tesla Supercharger,16625 SE 362nd Dr.,Sandy,OR,97055,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,45.4028,-122.2944,102379,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Seaside Factory Outlet Center - Tesla Supercharger,1111 N Roosevelt Dr.,Seaside,OR,97138,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,46.001,-123.9168,102380,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Holiday Inn Eugene - Springfield - Tesla Supercharger,919 Kruse Way,Springfield,OR,97477,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,14,Tesla,44.0826,-123.0375,102382,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Elmer's Restaurant - Tesla Supercharger,255 N Arney Rd,Woodburn,OR,97071,877-798-3752,Public,24 hours daily; for Tesla use only,Unknown,0,0,8,Tesla,45.1531,-122.8813,102384,TESLA,US,Public,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Forest Grove City Parking (College Way @ University),2205 College Way,Forest Grove,OR,97116,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.522646,-123.111055,102714,J1772,US,Public,,,Level 2: $0.49 per kWh
Forest Grove Light & Power,1818 B Street,Forest Grove,OR,97116,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.517567,-123.116183,102715,J1772,US,Public,,,Level 2: $0.49 per kWh
City of Ashland - Public Parking Lot,165 Lithia Way,Ashland,OR,97520,541-488-5300,Public,24 hours daily,Unknown,0,4,0,Non-Networked,42.197279,-122.712786,102953,J1772,US,Public,,PARKING_LOT,No Fee
City of Ashland - Public Parking Garage,175 Hargadine St,Ashland,OR,97520,541-488-5300,Public,Garage business hours; pay lot,Unknown,0,2,0,Non-Networked,42.195809,-122.713621,102954,J1772,US,Public,,PAY_GARAGE,No Fee
Harney County - Chamber of Commerce,484 N Broadway Ave,Burns,OR,97720,541-573-2636,Public,24 hours daily; Tesla adapter available,Unknown,0,1,0,Non-Networked,43.589715,-119.055007,103921,J1772,US,Public,,MUNI_GOV,No Fee
Green Springs Inn,11470 Highway 66,Ashland,OR,97520,541-482-0614,Public,24 hours daily,Unknown,0,1,0,Non-Networked,42.122821,-122.464271,103922,J1772,US,Public,,HOTEL,No Fee
Franny Beck Wines,108 5th St,Amity,OR,97101,503-583-2296,Public,24 hours daily; for guest use only,Unknown,0,2,0,Non-Networked,45.115791,-123.206977,103947,J1772,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Franny Beck Wines,108 5th St,Amity,OR,97101,503-583-2296,Public,24 hours daily; for guest use only,Unknown,0,2,0,Non-Networked,45.115791,-123.206977,103947,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
